Investor,City,Country,Latitude,Longitude,Closest FUA
Fund for Sustainability and Energy (FUND4SE),Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
ESA BIC Noordwijk,Noordwijk,Netherlands,52.2698936,4.4526857,Leiden
Ready To Scale,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
ICT Automatisering,Barendrecht,Netherlands,51.8566651,4.5368567,Rotterdam
DKV Mobility Services Group,Düsseldorf,Germany,51.2254018,6.7763137,Düsseldorf
Vlaamse Milieuholding (VMH),Brussels,Belgium,50.8465573,4.351697,Mechelen
Telos Impact Investing,Brussels,Belgium,50.8465573,4.351697,Mechelen
ADVANTAGE Capital Management GmbH,Frankfurt,Germany,50.1106444,8.6820917,Frankfurt am Main
Acciona I'mnovation,Madrid,Spain,40.4167047,-3.7035825,Madrid
Intelectium,Barcelona,Spain,41.3828939,2.1774322,Barcelona
KIC InnoEnergy SE,Eindhoven,Netherlands,51.4392648,5.478633,Eindhoven
JME Ventures,Madrid,Spain,40.4167047,-3.7035825,Madrid
Inveready,Barcelona,Spain,41.3828939,2.1774322,Barcelona
CDTI,Madrid,Spain,40.4167047,-3.7035825,Madrid
Estiriac SL,Barcelona,Spain,41.3828939,2.1774322,Barcelona
Boyser SRL,Barcelona,Spain,41.3828939,2.1774322,Barcelona
EnBW New Ventures,Karlsruhe,Germany,49.0068705,8.4034195,Karlsruhe
NEW KRAFTWERK Technology AG,Cologne,Germany,50.938361,6.959974,Köln
Keen Venture Partners,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
PGE Ventures,Warsaw,Poland,52.2319581,21.0067249,Warszawa
STEAG,Essen,Germany,51.4582235,7.0158171,Ruhrgebiet
All Iron Ventures,Bilbao,Spain,43.2630018,-2.9350039,Bilbao
Breizh Capital,Rennes,France,48.1113387,-1.6800198,Rennes
Breizh Up,Rennes,France,48.1113387,-1.6800198,Rennes
Acciona Energía,Madrid,Spain,40.4167047,-3.7035825,Madrid
Aconterra,Paris,France,48.8534951,2.3483915,Paris
Impact House,Paris,France,48.8534951,2.3483915,Paris
Quanteus Group,Brussels,Belgium,50.8465573,4.351697,Mechelen
3E,Brussels,Belgium,50.8465573,4.351697,Mechelen
Seed Capital Denmark,Copenhagen,Denmark,55.6867243,12.5700724,København
Faurecia,Nanterre,France,48.8924273,2.2071267,Paris
Innovation Fund Denmark,Copenhagen,Denmark,55.6867243,12.5700724,København
Market Maturation Fund,Copenhagen,Denmark,55.6867243,12.5700724,København
Technische Universität Darmstadt,Darmstadt,Germany,49.872775,8.651177,Darmstadt
Strascheg Center for Entrepreneurship,Munich,Germany,48.1371079,11.5753822,München
DICA - Drink Innovation Campus,Munich,Germany,48.1371079,11.5753822,München
LAUDA,Lauda-Königshofen,Germany,49.5577854,9.7190669,Würzburg
BMH Beteiligungs Hessen,Frankfurt,Germany,50.1106444,8.6820917,Frankfurt am Main
Progress Tech Transfer Fund,Rome,Italy,41.8933203,12.4829321,Roma
Innovation Industries,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Futury Capital,Frankfurt,Germany,50.1106444,8.6820917,Frankfurt am Main
Dr. Stephan Rohr,Frankfurt,Germany,50.1106444,8.6820917,Frankfurt am Main
Benedikt Franke,Frankfurt,Germany,50.1106444,8.6820917,Frankfurt am Main
Martin Weber,Frankfurt,Germany,50.1106444,8.6820917,Frankfurt am Main
Midroc New Technology,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
SEB,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Lars Thunell,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Alexander Hars,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Twig Ventures,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Summa Equity,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Andreas Rydholm,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Lars Westerlund,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Fairpoint Capital,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Smartworks,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
SEB Alliance,Paris,France,48.8534951,2.3483915,Paris
Groupe SEB,Écully,France,45.7754498,4.7785644,Lyon
Carduso Capital,Groningen,Netherlands,53.2190652,6.5680077,Groningen
NOM,Groningen,Netherlands,53.2190652,6.5680077,Groningen
Economic Board Groningen,Groningen,Netherlands,53.2190652,6.5680077,Groningen
RUG Ventures,Groningen,Netherlands,53.2190652,6.5680077,Groningen
Gigahertz.ventures,Groningen,Netherlands,53.2190652,6.5680077,Groningen
GENIUS Venture Capital GmbH,Frankfurt,Germany,50.1106444,8.6820917,Frankfurt am Main
Thomas Clemens,Frankfurt,Germany,50.1106444,8.6820917,Frankfurt am Main
VNV Global,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Ilmarinen,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Danfoss A/S,Nordborg,Denmark,55.0553387,9.7470524,Flensburg
LRM,Hasselt,Belgium,50.9303735,5.3378043,Maastricht
Nuhma,Hasselt,Belgium,50.9303735,5.3378043,Maastricht
Elia System Operator,Brussels,Belgium,50.8465573,4.351697,Mechelen
A.P. Moller Holding,Copenhagen,Denmark,55.6867243,12.5700724,København
Norlys Holding,Silkeborg,Denmark,56.169453,9.5495141,Århus
Nordea Asset Management,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Ghent University,Ghent,Belgium,51.0538286,3.7250121,Gent
B.I.G. Capital,Ghent,Belgium,51.0538286,3.7250121,Gent
Vlerick Group,Ghent,Belgium,51.0538286,3.7250121,Gent
Torus Capital,Haaltert,Belgium,50.8873933,3.99043,Gent
Hirschvogel Ventures,Denklingen,Germany,47.9149048,10.8502939,Kempten (Allgäu)
Born2Grow,Heilbronn,Germany,49.142291,9.218655,Heilbronn
EGIS,Guyancourt,France,48.7709414,2.0706084,Paris
Vivian Vendeirinho,Leiria,Portugal,39.7437902,-8.8071119,Coimbra
TechFounders,Munich,Germany,48.1371079,11.5753822,München
Ideon Science Park,Lund,Sweden,55.7029296,13.1929449,Malmö
Ideon Innovation,Lund,Sweden,55.7029296,13.1929449,Malmö
I Love Lund,Lund,Sweden,55.7029296,13.1929449,Malmö
Gramtec Co-Invest,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Philip Abdon,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Novum Capital,Frankfurt,Germany,50.1106444,8.6820917,Frankfurt am Main
A2A,Milan,Italy,45.4641943,9.1896346,Milano
BayStartUP,Munich,Germany,48.1371079,11.5753822,München
Green Rocket,Graz,Austria,47.0708678,15.4382786,Graz
Hevella Capital,Berlin,Germany,52.510885,13.3989367,Berlin
ROCKETS Investments,Vienna,Austria,48.2083537,16.3725042,Wien
Initiative for Industrial Innovators,Brussels,Belgium,50.8465573,4.351697,Mechelen
Klimatet Invest,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Celeste Management,Paris,France,48.8534951,2.3483915,Paris
Weigelia,Paris,France,48.8534951,2.3483915,Paris
Financieres Fonds Prives,Paris,France,48.8534951,2.3483915,Paris
Investir & +,Paris,France,48.8534951,2.3483915,Paris
Phitrust Europe,Paris,France,48.8534951,2.3483915,Paris
France Active,Paris,France,48.8534951,2.3483915,Paris
Phitrust Partenaires,Paris,France,48.8534951,2.3483915,Paris
Amundi,Paris,France,48.8534951,2.3483915,Paris
CAPZA (Formerly Capzanine),Paris,France,48.8534951,2.3483915,Paris
Creadev,Paris,France,48.8534951,2.3483915,Paris
Seventure Partners,Paris,France,48.8534951,2.3483915,Paris
3T Capital,Paris,France,48.8534951,2.3483915,Paris
Nexans,Paris,France,48.8534951,2.3483915,Paris
Saarländische Wagnisfinanzierungsgesellschaft,Saarbrücken,Germany,49.234362,6.996379,Saarbrücken
Frank Thelen,Bonn,Germany,50.735851,7.10066,Bonn
European Circular Bioeconomy Fund (ECBF),Bonn,Germany,50.735851,7.10066,Bonn
Industrifonden,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Pegroco Invest,Gothenburg,Sweden,57.7072326,11.9670171,Göteborg
Fast Track Malmö,Malmö,Sweden,55.6052931,13.0001566,Malmö
Saminvest,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Christer Fahraeus,Lund,Sweden,55.7029296,13.1929449,Malmö
Fåhraeus Startup and Growth,Lund,Sweden,55.7029296,13.1929449,Malmö
Filip Larsson,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Lars Appelstål,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Carl Hirsch,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Per-Uno Sandberg,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Stefan Bengtsson,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Infranode,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
DIF,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Fly Ventures,Berlin,Germany,52.510885,13.3989367,Berlin
PKO BP,Warsaw,Poland,52.2319581,21.0067249,Warszawa
ifund,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Windhandel Beheer,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
NWO Take-off,The Hague,Netherlands,52.0799838,4.3113461,'s-Gravenhage
RVO Innovation Credit,The Hague,Netherlands,52.0799838,4.3113461,'s-Gravenhage
Primaveris,Paris,France,48.8534951,2.3483915,Paris
Altana AG,Wesel,Germany,51.6576909,6.617087,Krefeld
Solvay Ventures,Brussels,Belgium,50.8465573,4.351697,Mechelen
InsurTech Hub Munich,Munich,Germany,48.1371079,11.5753822,München
National Center for Research & Development of Poland,Warsaw,Poland,52.2319581,21.0067249,Warszawa
Qbic Fund,Ghent,Belgium,51.0538286,3.7250121,Gent
Spinventure,Leuven,Belgium,50.879202,4.7011675,Bruxelles/Brussel/Leuven
Gesval,Liège,Belgium,50.6450944,5.5736112,Liège
LACROIX group,Saint-Herblain,France,47.2233007,-1.6346964,Nantes
EuraTechnologies,Lille,France,50.6365654,3.0635282,Lille
Volta Ventures,Ghent,Belgium,51.0538286,3.7250121,Gent
APX,Berlin,Germany,52.510885,13.3989367,Berlin
IMPACT Accelerator,Berlin,Germany,52.510885,13.3989367,Berlin
APX Ventures,Berlin,Germany,52.510885,13.3989367,Berlin
MobilityXlab,Gothenburg,Sweden,57.7072326,11.9670171,Göteborg
Mainport Innovation Fund,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Greenlink,Dublin,Ireland,53.3493795,-6.2605593,Dublin
AutoBinck Group,The Hague,Netherlands,52.0799838,4.3113461,'s-Gravenhage
Pymwymic,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
REPSOL Foundation,Madrid,Spain,40.4167047,-3.7035825,Madrid
Banco Sabadell,Sabadell,Spain,41.5421013,2.1138977,Barcelona
Autonomous University of Barcelona (UAB),Barcelona,Spain,41.3828939,2.1774322,Barcelona
REAKTOR.BERLIN,Berlin,Germany,52.510885,13.3989367,Berlin
NRW.INVEST,Düsseldorf,Germany,51.2254018,6.7763137,Düsseldorf
Mobility.fund,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Bilfinger Venture Capital,Mannheim,Germany,49.4892913,8.4673098,Mannheim-Ludwigshafen
PHOENIX CONTACT Cyber Security AG,Blomberg,Germany,51.9434473,9.0967908,Paderborn
Solylend,Bordeaux,France,44.841225,-0.5800364,Bordeaux
Expanso Capital,Paris,France,48.8534951,2.3483915,Paris
ETCHART GROUP,Bayonne,France,43.4945144,-1.4736657,Bayonne
IMPACT Partners,Paris,France,48.8534951,2.3483915,Paris
Start it @KBC,Brussels,Belgium,50.8465573,4.351697,Mechelen
ROCA X,Bucharest,Romania,44.4361414,26.1027202,Bucureşti
Early Game Ventures,Bucharest,Romania,44.4361414,26.1027202,Bucureşti
Impact Ventures,Budapest,Hungary,47.4813896,19.1460941,Budapest
Up Romania,Bucharest,Romania,44.4361414,26.1027202,Bucureşti
SeedBlink,Bucharest,Romania,44.4361414,26.1027202,Bucureşti
Truffle Capital,Paris,France,48.8534951,2.3483915,Paris
Investments for the Future (PIA),Paris,France,48.8534951,2.3483915,Paris
Portugal Ventures,Lisbon,Portugal,38.7077507,-9.1365919,Lisboa
HCapital Partners,Lisbon,Portugal,38.7077507,-9.1365919,Lisboa
200M,Lisbon,Portugal,38.7077507,-9.1365919,Lisboa
Dr.Oetker,Bielefeld,Germany,52.0191005,8.531007,Bielefeld
Miele,Gütersloh,Germany,51.9063997,8.3782078,Bielefeld
Preben Damgaard,Copenhagen,Denmark,55.6867243,12.5700724,København
Blisce,Paris,France,48.8534951,2.3483915,Paris
KIMPA - Impact Investing,Paris,France,48.8534951,2.3483915,Paris
Basque Culinary Center - Culinary Action,San Sebastián,Spain,43.3224219,-1.9838889,San Sebastián/Donostia
VÅR Ventures,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Tikehau Capital,Paris,France,48.8534951,2.3483915,Paris
Innovation Nest,Kraków,Poland,50.0619474,19.9368564,Kraków
Brabant Startup Fonds,Eindhoven,Netherlands,51.4392648,5.478633,Eindhoven
Goeie Grutten Impact Fonds,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
KPN Ventures,Rotterdam,Netherlands,51.9244424,4.47775,Rotterdam
Alain le Loux MSc MBA,Eindhoven,Netherlands,51.4392648,5.478633,Eindhoven
imec.istart,Leuven,Belgium,50.879202,4.7011675,Bruxelles/Brussel/Leuven
imec.xpand,Leuven,Belgium,50.879202,4.7011675,Bruxelles/Brussel/Leuven
Qamcom,Gothenburg,Sweden,57.7072326,11.9670171,Göteborg
#NAME?,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Saab,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
CBC Investment Group,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
BGA Invest,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Linksium,Grenoble,France,45.1875602,5.7357819,Grenoble
SaaSgarage,Berlin,Germany,52.510885,13.3989367,Berlin
STARTPLATZ,Cologne,Germany,50.938361,6.959974,Köln
Raakwark Kaptaal,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
SpinLab,Leipzig,Germany,51.3406321,12.3747329,Leipzig
Reaktor,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
OP Financial Group,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Maki.vc,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
NXP Semiconductors,Eindhoven,Netherlands,51.4392648,5.478633,Eindhoven
Ambient Sound Investments,Tallinn,Estonia,59.4372155,24.7453688,Tallinn
Caplia Invest,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Innovatiefonds Noord-Holland,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
UvA Ventures,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
BeStart cleantech startup accelerator,Leeuwarden,Netherlands,53.2005936,5.7918548,Leeuwarden
University of Amsterdam,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Bouygues Construction,Paris,France,48.8534951,2.3483915,Paris
#NAME?,Paris,France,48.8534951,2.3483915,Paris
ESA BIC Sweden,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Poli360,Milan,Italy,45.4641943,9.1896346,Milano
Polytechnic University of Milan,Milan,Italy,45.4641943,9.1896346,Milano
Tech4Planet,Milan,Italy,45.4641943,9.1896346,Milano
A+360,Milan,Italy,45.4641943,9.1896346,Milano
Melies Business Angels,Paris,France,48.8534951,2.3483915,Paris
Atlantic Labs,Berlin,Germany,52.510885,13.3989367,Berlin
Possible Ventures,Berlin,Germany,52.510885,13.3989367,Berlin
Jochem Heizmann,Wolfsburg,Germany,52.4205588,10.7861682,Wolfsburg
Carbon Drawdown Initiative,Berlin,Germany,52.510885,13.3989367,Berlin
Private Investor,Berlin,Germany,52.510885,13.3989367,Berlin
Santo Venture Capital,Munich,Germany,48.1371079,11.5753822,München
MIG Verwaltungs AG,Munich,Germany,48.1371079,11.5753822,München
MIG,Munich,Germany,48.1371079,11.5753822,München
Santo Holding,Munich,Germany,48.1371079,11.5753822,München
BayTech Venture Capital,Munich,Germany,48.1371079,11.5753822,München
ATMOS,Paris,France,48.8534951,2.3483915,Paris
ELFH Holding,Paris,France,48.8534951,2.3483915,Paris
DNCA Finance,Paris,France,48.8534951,2.3483915,Paris
GLS Bank,Bochum,Germany,51.4818111,7.2196635,Ruhrgebiet
Kima Ventures,Paris,France,48.8534951,2.3483915,Paris
Alter Equity,Paris,France,48.8534951,2.3483915,Paris
Imagination machine,Nantes,France,47.2186371,-1.5541362,Nantes
Evolem,Lyon,France,45.7578137,4.8320114,Lyon
Holnest,Lyon,France,45.7578137,4.8320114,Lyon
Unexo,Rennes,France,48.1113387,-1.6800198,Rennes
Inventures Investment Partners,Paris,France,48.8534951,2.3483915,Paris
Blue Oceans Partners,Paris,France,48.8534951,2.3483915,Paris
Putifer,Paris,France,48.8534951,2.3483915,Paris
Phitrust Impact Investors,Paris,France,48.8534951,2.3483915,Paris
MER Invest,Paris,France,48.8534951,2.3483915,Paris
Everwatt,Paris,France,48.8534951,2.3483915,Paris
Marguerite Adviser,Paris,France,48.8534951,2.3483915,Paris
Sorégies,Poitiers,France,46.5802596,0.340196,Poitiers
Louis Dreyfus Natural Gas,Rotterdam,Netherlands,51.9244424,4.47775,Rotterdam
Generis Capital Partners,Paris,France,48.8534951,2.3483915,Paris
McPhy Energy,La Motte-Fanjas,France,45.0503712,5.2670834,Valence
Hydrogen Refueling Solutions,La Motte-Fanjas,France,45.0503712,5.2670834,Valence
Mandarine Gestion,Paris,France,48.8534951,2.3483915,Paris
Ouest Valorisation SATT,Rennes,France,48.1113387,-1.6800198,Rennes
CrowdAboutNow,Utrecht,Netherlands,52.0809856,5.127684,Utrecht
Future Food Fund,Utrecht,Netherlands,52.0809856,5.127684,Utrecht
STX France,Saint-Nazaire,France,47.2733517,-2.2138905,Nantes
Finple,Nantes,France,47.2186371,-1.5541362,Nantes
IFREMER,Plouzané,France,48.3817165,-4.6212044,Brest
Subvenio Invest,Paris,France,48.8534951,2.3483915,Paris
Next Human Ventures,Paris,France,48.8534951,2.3483915,Paris
Discovergy,Aachen,Germany,50.776351,6.083862,Aachen
Langa International,Paris,France,48.8534951,2.3483915,Paris
Arverne Group,Paris,France,48.8534951,2.3483915,Paris
UniTartu Ventures,Tartu,Estonia,58.3801207,26.72245,Tartu
University of Tartu,Tartu,Estonia,58.3801207,26.72245,Tartu
InnoFinance Oy,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
YES!Delft,Delft,Netherlands,52.0114017,4.35839,'s-Gravenhage
IRDI Gestion,Toulouse,France,43.6044622,1.4442469,Toulouse
Ca Toulouse 31 Initiatives,Toulouse,France,43.6044622,1.4442469,Toulouse
Northvolt,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Fair Capital Partners,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
PeakBridge Partners,Valletta,Malta,35.8989979,14.5136607,Malta
StartLife,Wageningen,Netherlands,51.9663016,5.6662814,Veenendaal
CIE Automotive,Bilbao,Spain,43.2630018,-2.9350039,Bilbao
Enagás,Madrid,Spain,40.4167047,-3.7035825,Madrid
Centro De Investigacion Cooperativa De Energias Alternativas,Vitoria-Gasteiz,Spain,42.8465088,-2.6724025,Vitoria/Gasteiz
Fundacion CIC energiGUNE,Vitoria-Gasteiz,Spain,42.8465088,-2.6724025,Vitoria/Gasteiz
BIC Araba,Vitoria-Gasteiz,Spain,42.8465088,-2.6724025,Vitoria/Gasteiz
035 investimenti S.p.A,Milan,Italy,45.4641943,9.1896346,Milano
Day One,Milan,Italy,45.4641943,9.1896346,Milano
Yabeo Capital,Starnberg,Germany,47.9986851,11.3410791,München
Ron Hillmann,Berlin,Germany,52.510885,13.3989367,Berlin
Gothaer Group,Cologne,Germany,50.938361,6.959974,Köln
Kiuas,Espoo,Finland,60.2047672,24.6568435,Helsinki/Helsingfors
PC Rettig & CO Impact,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Limburgse Reconversie Maatschappij,Maastricht,Netherlands,50.8512438,5.6909768,Maastricht
Landwärme,Munich,Germany,48.1371079,11.5753822,München
Centre Capital Developpement,Paris,France,48.8534951,2.3483915,Paris
Inter Invest Capital,Paris,France,48.8534951,2.3483915,Paris
Tilia Impact Ventures,Prague,Czech Republic,50.0874654,14.4212535,Praha
Petr Vitek,Prague,Czech Republic,50.0874654,14.4212535,Praha
Silke Horakova,Prague,Czech Republic,50.0874654,14.4212535,Praha
Bewater Funds,Barcelona,Spain,41.3828939,2.1774322,Barcelona
Angels Capital,Valencia,Spain,39.4697065,-0.3763353,Valencia
Repsol,Madrid,Spain,40.4167047,-3.7035825,Madrid
François Derbaix,Madrid,Spain,40.4167047,-3.7035825,Madrid
Incuba Venture,Aarhus,Denmark,56.1496278,10.2134046,Århus
Arches Capital,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Ponooc,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
AKEF,Amsterdam,Netherlands,52.3730796,4.8924534,Amsterdam
Essent,'s-Hertogenbosch,Netherlands,51.6889387,5.303116,'s-Hertogenbosch
Neuman & Esser Geschäftsführungsgesellschaft mbH,Aachen,Germany,50.776351,6.083862,Aachen
Adrián Bautista Sánchez,Madrid,Spain,40.4167047,-3.7035825,Madrid
Nacho Bautista Sánchez,Madrid,Spain,40.4167047,-3.7035825,Madrid
Institute for Energy Diversification and Saving,Madrid,Spain,40.4167047,-3.7035825,Madrid
Grupo Enhol,Tudela,Spain,42.063972,-1.6053391,Zaragoza
Bluewater,Hoofddorp,Netherlands,52.305554,4.6926644,Amsterdam
Technip Energies,Paris,France,48.8534951,2.3483915,Paris
Creas,Madrid,Spain,40.4167047,-3.7035825,Madrid
German Investment Corporation (DEG),Cologne,Germany,50.938361,6.959974,Köln
Vector Venture Capital,Stuttgart,Germany,48.7784485,9.1800132,Stuttgart
Saxovent GmbH,Berlin,Germany,52.510885,13.3989367,Berlin
FRV,Madrid,Spain,40.4167047,-3.7035825,Madrid
Santander Bank,Madrid,Spain,40.4167047,-3.7035825,Madrid
Companisto,Berlin,Germany,52.510885,13.3989367,Berlin
Heinz Dürr Invest,Berlin,Germany,52.510885,13.3989367,Berlin
GASAG Berliner Gaswerke AG,Berlin,Germany,52.510885,13.3989367,Berlin
Janom,Bratislava,Slovakia,48.1592603,17.1396587,Bratislava
Arts&Metiers Business Angels,Paris,France,48.8534951,2.3483915,Paris
Christoph Ostermann,Berlin,Germany,52.510885,13.3989367,Berlin
LichtBlick,Hamburg,Germany,53.550341,10.000654,Hamburg
Jacob Wolff-Petersen,Copenhagen,Denmark,55.6867243,12.5700724,København
Syddansk Teknologisk Innovation,Odense,Denmark,55.3997225,10.3852104,Odense
Syddansk Innovation,Odense,Denmark,55.3997225,10.3852104,Odense
Kraftwerk TUBES GmbH,Dresden,Germany,51.0493286,13.7381437,Dresden
HighTechXL,Eindhoven,Netherlands,51.4392648,5.478633,Eindhoven
Mμ Eindhoven,Eindhoven,Netherlands,51.4392648,5.478633,Eindhoven
Akcelerator Technologiczny Gliwice,Gliwice,Poland,50.294113,18.6657306,Rybnik
The National Centre for Research and Development,Warsaw,Poland,52.2319581,21.0067249,Warszawa
KPT ScaleUP,Kraków,Poland,50.0619474,19.9368564,Kraków
IKEA Bootcamp,Älmhult,Sweden,56.55,14.116667,Helsingborg
Polski Koncern Naftowy Orlen,Płock,Poland,52.5464521,19.7008606,Płock
CDC Enterprises,Paris,France,48.8534951,2.3483915,Paris
EIT Health e.V.,Munich,Germany,48.1371079,11.5753822,München
Incubateur Gate1,Paris,France,48.8534951,2.3483915,Paris
Bosch Startup Harbour,Berlin,Germany,52.510885,13.3989367,Berlin
Faber,Lisbon,Portugal,38.7077507,-9.1365919,Lisboa
Building Global Innovators,Lisbon,Portugal,38.7077507,-9.1365919,Lisboa
Dreamcraft Ventures,Copenhagen,Denmark,55.6867243,12.5700724,København
FoodLabs,Berlin,Germany,52.510885,13.3989367,Berlin
Hartwall Capital Oy,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Saunaranta Invest Oy,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Stig Gustavson,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Ørsted,Fredericia,Denmark,55.565268,9.7562169,Odense
Wartsila,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Flender,Bocholt,Germany,51.8382715,6.6148669,Enschede
Practica Capital,Vilnius,Lithuania,54.6870458,25.2829111,Vilnius
ELY Centre (Ministry of Employment and the Economy of Finland),Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Finnvera,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
Cacao Capital,Paris,France,48.8534951,2.3483915,Paris
Chroma Impact Investment,Paris,France,48.8534951,2.3483915,Paris
Flemish Institute for Technological Research (VITO),Mol,Belgium,51.1840421,5.1155267,Eindhoven
Creos,Luxembourg City,Luxembourg,49.6112768,6.129799,Luxembourg
University of Liège,Liège,Belgium,50.6450944,5.5736112,Liège
FSP Ventures,Paris,France,48.8534951,2.3483915,Paris
INiTS | Vienna's High-Tech Incubator,Vienna,Austria,48.2083537,16.3725042,Wien
OOE Hightechfonds,Linz,Austria,48.3059078,14.286198,Linz
tech2b Inkubator GmbH,Linz,Austria,48.3059078,14.286198,Linz
Gorilla Capital Fund,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
JBC2,Paris,France,48.8534951,2.3483915,Paris
BCM Energy group,Paris,France,48.8534951,2.3483915,Paris
Lita.co,Paris,France,48.8534951,2.3483915,Paris
Greenpact,Paris,France,48.8534951,2.3483915,Paris
Grupo Ilunion,Madrid,Spain,40.4167047,-3.7035825,Madrid
Heliocentris,Berlin,Germany,52.510885,13.3989367,Berlin
Gunnar Bergstedt,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
EDF Ventures,Paris,France,48.8534951,2.3483915,Paris
Paca Emergence,Paris,France,48.8534951,2.3483915,Paris
HELING,Paris,France,48.8534951,2.3483915,Paris
Vittoria Industries,Milan,Italy,45.4641943,9.1896346,Milano
M31 Italia Srl,Milan,Italy,45.4641943,9.1896346,Milano
Alain PLANCHOT,Paris,France,48.8534951,2.3483915,Paris
WOLFF & MÜLLER Holding,Stuttgart,Germany,48.7784485,9.1800132,Stuttgart
ABAB - Atlantic Business Angels Booster,Porto,Portugal,41.1494512,-8.6107884,Porto
Sodena,Pamplona,Spain,42.815686,-1.6522353,Pamplona/Iruña
Project A,Berlin,Germany,52.510885,13.3989367,Berlin
Sonergia,Paris,France,48.8534951,2.3483915,Paris
Paris&Co,Paris,France,48.8534951,2.3483915,Paris
Cordaid Social AdVenture,The Hague,Netherlands,52.0799838,4.3113461,'s-Gravenhage
LBO France,Paris,France,48.8534951,2.3483915,Paris
BORNES SOLUTIONS,Paris,France,48.8534951,2.3483915,Paris
Tandem Partners,Paris,France,48.8534951,2.3483915,Paris
Axel Johnson,Stockholm,Sweden,59.3251172,18.0710935,Stockholm
Vaisala,Helsinki,Finland,60.1674881,24.9427473,Helsinki/Helsingfors
2bpartner,Paris,France,48.8534951,2.3483915,Paris
U.Porto Inovação,Porto,Portugal,41.1494512,-8.6107884,Porto
Orange Fab,Paris,France,48.8534951,2.3483915,Paris
Wayra,Madrid,Spain,40.4167047,-3.7035825,Madrid
BrainCapital,Paris,France,48.8534951,2.3483915,Paris
